LineId,Device,Month,Date,Time,Type,Component,Content,EventId,EventTemplate,ParameterList
88,mail.cup.com,Feb,29,13:17:01,mail-0,CRON[12399],pam_unix(cron:session): session closed for user root,c61b52d9,pam_unix(cron:<*>): session closed for user <*>,"['session', 'root']"
89,mail.cup.com,Feb,29,13:39:01,mail-0,CRON[12955],pam_unix(cron:session): session opened for user root by (uid=0),e962e6c3,pam_unix(cron:<*>): session opened for user <*> by (uid=<*>),"['session', 'root', '0']"
90,mail.cup.com,Feb,29,13:39:01,mail-0,CRON[12955],pam_unix(cron:session): session closed for user root,c61b52d9,pam_unix(cron:<*>): session closed for user <*>,"['session', 'root']"
91,mail.cup.com,Feb,29,14:09:01,mail-0,CRON[13769],pam_unix(cron:session): session opened for user root by (uid=0),e962e6c3,pam_unix(cron:<*>): session opened for user <*> by (uid=<*>),"['session', 'root', '0']"
92,mail.cup.com,Feb,29,14:09:01,mail-0,CRON[13769],pam_unix(cron:session): session closed for user root,c61b52d9,pam_unix(cron:<*>): session closed for user <*>,"['session', 'root']"
93,mail.cup.com,Feb,29,14:17:01,mail-0,CRON[13935],pam_unix(cron:session): session opened for user root by (uid=0),e962e6c3,pam_unix(cron:<*>): session opened for user <*> by (uid=<*>),"['session', 'root', '0']"
94,mail.cup.com,Feb,29,14:17:01,mail-0,CRON[13935],pam_unix(cron:session): session closed for user root,c61b52d9,pam_unix(cron:<*>): session closed for user <*>,"['session', 'root']"
95,mail.cup.com,Feb,29,14:39:01,mail-0,CRON[14405],pam_unix(cron:session): session opened for user root by (uid=0),e962e6c3,pam_unix(cron:<*>): session opened for user <*> by (uid=<*>),"['session', 'root', '0']"
96,mail.cup.com,Feb,29,14:39:01,mail-0,CRON[14405],pam_unix(cron:session): session closed for user root,c61b52d9,pam_unix(cron:<*>): session closed for user <*>,"['session', 'root']"
97,mail.cup.com,Feb,29,15:09:01,mail-0,CRON[14940],pam_unix(cron:session): session opened for user root by (uid=0),e962e6c3,pam_unix(cron:<*>): session opened for user <*> by (uid=<*>),"['session', 'root', '0']"
98,mail.cup.com,Feb,29,15:09:01,mail-0,CRON[14940],pam_unix(cron:session): session closed for user root,c61b52d9,pam_unix(cron:<*>): session closed for user <*>,"['session', 'root']"
99,mail.cup.com,Feb,29,15:17:01,mail-0,CRON[15187],pam_unix(cron:session): session opened for user root by (uid=0),e962e6c3,pam_unix(cron:<*>): session opened for user <*> by (uid=<*>),"['session', 'root', '0']"
100,mail.cup.com,Feb,29,15:17:01,mail-0,CRON[15187],pam_unix(cron:session): session closed for user root,c61b52d9,pam_unix(cron:<*>): session closed for user <*>,"['session', 'root']"
101,mail.cup.com,Feb,29,15:22:55,mail-0,auth,pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=danette rhost=127.0.0.1  user=danette,e4c34c7d,pam_unix(dovecot:<*>): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>.<*>.<*>.<*> user=<*>,"['auth', '0', '0', 'dovecot', 'danette', '127', '0.0.1', 'danette']"
102,mail.cup.com,Feb,29,15:23:04,mail-0,auth,pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=danette rhost=127.0.0.1  user=danette,e4c34c7d,pam_unix(dovecot:<*>): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>.<*>.<*>.<*> user=<*>,"['auth', '0', '0', 'dovecot', 'danette', '127', '0.0.1', 'danette']"
103,mail.cup.com,Feb,29,15:38:34,mail-0,auth,pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=daryl rhost=127.0.0.1  user=daryl,e4c34c7d,pam_unix(dovecot:<*>): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>.<*>.<*>.<*> user=<*>,"['auth', '0', '0', 'dovecot', 'daryl', '127', '0.0.1', 'daryl']"
104,mail.cup.com,Feb,29,15:38:42,mail-0,auth,pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=daryl rhost=127.0.0.1  user=daryl,e4c34c7d,pam_unix(dovecot:<*>): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>.<*>.<*>.<*> user=<*>,"['auth', '0', '0', 'dovecot', 'daryl', '127', '0.0.1', 'daryl']"
105,mail.cup.com,Feb,29,15:39:01,mail-0,CRON[15907],pam_unix(cron:session): session opened for user root by (uid=0),e962e6c3,pam_unix(cron:<*>): session opened for user <*> by (uid=<*>),"['session', 'root', '0']"
106,mail.cup.com,Feb,29,15:39:01,mail-0,CRON[15907],pam_unix(cron:session): session closed for user root,c61b52d9,pam_unix(cron:<*>): session closed for user <*>,"['session', 'root']"
107,mail.cup.com,Feb,29,16:09:01,mail-0,CRON[16921],pam_unix(cron:session): session opened for user root by (uid=0),e962e6c3,pam_unix(cron:<*>): session opened for user <*> by (uid=<*>),"['session', 'root', '0']"
108,mail.cup.com,Feb,29,16:09:01,mail-0,CRON[16921],pam_unix(cron:session): session closed for user root,c61b52d9,pam_unix(cron:<*>): session closed for user <*>,"['session', 'root']"
109,mail.cup.com,Feb,29,16:17:01,mail-0,CRON[17273],pam_unix(cron:session): session opened for user root by (uid=0),e962e6c3,pam_unix(cron:<*>): session opened for user <*> by (uid=<*>),"['session', 'root', '0']"
110,mail.cup.com,Feb,29,16:17:01,mail-0,CRON[17273],pam_unix(cron:session): session closed for user root,c61b52d9,pam_unix(cron:<*>): session closed for user <*>,"['session', 'root']"
111,mail.cup.com,Feb,29,16:39:01,mail-0,CRON[18058],pam_unix(cron:session): session opened for user root by (uid=0),e962e6c3,pam_unix(cron:<*>): session opened for user <*> by (uid=<*>),"['session', 'root', '0']"
112,mail.cup.com,Feb,29,16:39:01,mail-0,CRON[18058],pam_unix(cron:session): session closed for user root,c61b52d9,pam_unix(cron:<*>): session closed for user <*>,"['session', 'root']"
113,mail.cup.com,Feb,29,17:09:01,mail-0,CRON[18607],pam_unix(cron:session): session opened for user root by (uid=0),e962e6c3,pam_unix(cron:<*>): session opened for user <*> by (uid=<*>),"['session', 'root', '0']"
114,mail.cup.com,Feb,29,17:09:01,mail-0,CRON[18607],pam_unix(cron:session): session closed for user root,c61b52d9,pam_unix(cron:<*>): session closed for user <*>,"['session', 'root']"
115,mail.cup.com,Feb,29,17:17:01,mail-0,CRON[18861],pam_unix(cron:session): session opened for user root by (uid=0),e962e6c3,pam_unix(cron:<*>): session opened for user <*> by (uid=<*>),"['session', 'root', '0']"
116,mail.cup.com,Feb,29,17:17:01,mail-0,CRON[18861],pam_unix(cron:session): session closed for user root,c61b52d9,pam_unix(cron:<*>): session closed for user <*>,"['session', 'root']"
117,mail.cup.com,Feb,29,17:39:01,mail-0,CRON[19226],pam_unix(cron:session): session opened for user root by (uid=0),e962e6c3,pam_unix(cron:<*>): session opened for user <*> by (uid=<*>),"['session', 'root', '0']"
118,mail.cup.com,Feb,29,17:39:01,mail-0,CRON[19226],pam_unix(cron:session): session closed for user root,c61b52d9,pam_unix(cron:<*>): session closed for user <*>,"['session', 'root']"
119,mail.cup.com,Feb,29,18:09:01,mail-0,CRON[20092],pam_unix(cron:session): session opened for user root by (uid=0),e962e6c3,pam_unix(cron:<*>): session opened for user <*> by (uid=<*>),"['session', 'root', '0']"
120,mail.cup.com,Feb,29,18:09:01,mail-0,CRON[20092],pam_unix(cron:session): session closed for user root,c61b52d9,pam_unix(cron:<*>): session closed for user <*>,"['session', 'root']"
121,mail.cup.com,Feb,29,18:17:01,mail-0,CRON[20451],pam_unix(cron:session): session opened for user root by (uid=0),e962e6c3,pam_unix(cron:<*>): session opened for user <*> by (uid=<*>),"['session', 'root', '0']"
122,mail.cup.com,Feb,29,18:17:01,mail-0,CRON[20451],pam_unix(cron:session): session closed for user root,c61b52d9,pam_unix(cron:<*>): session closed for user <*>,"['session', 'root']"
123,mail.cup.com,Feb,29,18:39:01,mail-0,CRON[21158],pam_unix(cron:session): session opened for user root by (uid=0),e962e6c3,pam_unix(cron:<*>): session opened for user <*> by (uid=<*>),"['session', 'root', '0']"
124,mail.cup.com,Feb,29,18:39:01,mail-0,CRON[21158],pam_unix(cron:session): session closed for user root,c61b52d9,pam_unix(cron:<*>): session closed for user <*>,"['session', 'root']"
125,mail.cup.com,Feb,29,19:08:29,mail-0,auth,pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=sunni rhost=127.0.0.1  user=sunni,e4c34c7d,pam_unix(dovecot:<*>): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>.<*>.<*>.<*> user=<*>,"['auth', '0', '0', 'dovecot', 'sunni', '127', '0.0.1', 'sunni']"
126,mail.cup.com,Feb,29,19:08:37,mail-0,auth,pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=sunni rhost=127.0.0.1  user=sunni,e4c34c7d,pam_unix(dovecot:<*>): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>.<*>.<*>.<*> user=<*>,"['auth', '0', '0', 'dovecot', 'sunni', '127', '0.0.1', 'sunni']"
127,mail.cup.com,Feb,29,19:09:01,mail-0,CRON[21608],pam_unix(cron:session): session opened for user root by (uid=0),e962e6c3,pam_unix(cron:<*>): session opened for user <*> by (uid=<*>),"['session', 'root', '0']"
128,mail.cup.com,Feb,29,19:09:01,mail-0,CRON[21608],pam_unix(cron:session): session closed for user root,c61b52d9,pam_unix(cron:<*>): session closed for user <*>,"['session', 'root']"
