LineId,Device,Month,Date,Time,Type,Component,Content,EventId,EventTemplate,ParameterList
106,cup,Feb,29,20:39:11,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
107,cup,Feb,29,20:56:46,mail-0,dhclient[375],DHCPREQUEST of 192.168.10.154 on eth0 to 192.168.10.2 port 67,8dbb2c05,DHCPREQUEST of <*> on eth0 to <*> port <*>,"['192.168.10.154', '192.168.10.2', '67']"
108,cup,Feb,29,20:56:46,mail-0,dhclient[375],DHCPACK of 192.168.10.154 from 192.168.10.2,151a0778,DHCPACK of <*> from <*>,"['192.168.10.154', '192.168.10.2']"
109,cup,Feb,29,20:56:46,mail-0,dhclient[375],bound to 192.168.10.154 -- renewal in 39444 seconds.,032e2c6f,bound to <*> -- renewal in <*> seconds.,"['192.168.10.154', '39444']"
110,cup,Feb,29,21:09:18,mail-0,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
111,cup,Feb,29,21:09:19,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
112,cup,Feb,29,21:39:19,mail-0,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
113,cup,Feb,29,21:39:19,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
114,cup,Feb,29,22:09:18,mail-0,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
115,cup,Feb,29,22:09:19,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
116,cup,Feb,29,22:39:18,mail-0,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
117,cup,Feb,29,22:39:19,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
118,cup,Feb,29,23:09:18,mail-0,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
119,cup,Feb,29,23:09:19,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
120,cup,Feb,29,23:19:07,mail-0,dhclient[406],DHCPREQUEST of 192.168.10.154 on eth0 to 192.168.10.2 port 67,8dbb2c05,DHCPREQUEST of <*> on eth0 to <*> port <*>,"['192.168.10.154', '192.168.10.2', '67']"
121,cup,Feb,29,23:19:07,mail-0,dhclient[406],DHCPACK of 192.168.10.154 from 192.168.10.2,151a0778,DHCPACK of <*> from <*>,"['192.168.10.154', '192.168.10.2']"
122,cup,Feb,29,23:19:07,mail-0,dhclient[406],bound to 192.168.10.154 -- renewal in 31283 seconds.,032e2c6f,bound to <*> -- renewal in <*> seconds.,"['192.168.10.154', '31283']"
123,cup,Feb,29,23:39:19,mail-0,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
124,cup,Feb,29,23:39:19,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
125,cup,Mar,1,00:09:18,mail-0,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
126,cup,Mar,1,00:09:19,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
127,cup,Mar,1,00:39:07,mail-0,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
128,cup,Mar,1,00:39:07,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
129,cup,Mar,1,01:05:52,mail-0,systemd[1],Starting Daily apt download activities...,b37fee6f,Starting Daily apt download activities...,[]
130,cup,Mar,1,01:05:53,mail-0,systemd[1],Started Daily apt download activities.,43d542ce,Started Daily apt download activities.,[]
131,cup,Mar,1,01:05:53,mail-0,systemd[1],apt-daily.timer: Adding 8h 42min 28.796304s random time.,8cabb1a7,apt-daily.timer: Adding <*> <*> <*> random time.,"['8h', '42min 28.796304s']"
132,cup,Mar,1,01:05:53,mail-0,systemd[1],apt-daily.timer: Adding 7h 16min 36.033803s random time.,8cabb1a7,apt-daily.timer: Adding <*> <*> <*> random time.,"['7h', '16min 36.033803s']"
133,cup,Mar,1,01:09:18,mail-0,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
134,cup,Mar,1,01:09:19,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
135,cup,Mar,1,01:39:18,mail-0,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
136,cup,Mar,1,01:39:19,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
137,cup,Mar,1,02:09:19,mail-0,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
138,cup,Mar,1,02:09:19,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
139,cup,Mar,1,02:39:19,mail-0,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
140,cup,Mar,1,02:39:19,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
141,cup,Mar,1,03:09:18,mail-0,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
142,cup,Mar,1,03:09:19,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
143,cup,Mar,1,03:39:18,mail-0,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
144,cup,Mar,1,03:39:19,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
145,cup,Mar,1,04:09:18,mail-0,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
146,cup,Mar,1,04:09:19,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
147,cup,Mar,1,04:39:18,mail-0,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
148,cup,Mar,1,04:39:19,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
149,cup,Mar,1,05:09:18,mail-0,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
150,cup,Mar,1,05:09:19,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
151,cup,Mar,1,05:39:19,mail-0,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
152,cup,Mar,1,05:39:19,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
153,cup,Mar,1,06:08:18,mail-0,systemd[1],Starting Daily apt upgrade and clean activities...,76b18ae2,Starting Daily apt upgrade and clean activities...,[]
154,cup,Mar,1,06:08:19,mail-0,systemd[1],Started Daily apt upgrade and clean activities.,be35dfa1,Started Daily apt upgrade and clean activities.,[]
155,cup,Mar,1,06:08:19,mail-0,systemd[1],apt-daily-upgrade.timer: Adding 8min 17.221532s random time.,640a7d30,apt-daily-upgrade.timer: Adding <*> <*> random time.,['8min 17.221532s']
156,cup,Mar,1,06:08:19,mail-0,systemd[1],apt-daily-upgrade.timer: Adding 37min 41.324556s random time.,640a7d30,apt-daily-upgrade.timer: Adding <*> <*> random time.,['37min 41.324556s']
157,cup,Mar,1,06:09:48,mail-0,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
158,cup,Mar,1,06:09:48,mail-0,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
159,cup,Mar,1,06:25:15,mail-0,systemd[1],Reloading The Apache HTTP Server.,d7be613d,Reloading The Apache HTTP Server.,[]
160,cup,Mar,1,06:25:22,mail,systemd[1],Reloaded The Apache HTTP Server.,bfae94f5,Reloaded The Apache HTTP Server.,[]
161,cup,Mar,1,06:25:22,mail,auditd[22486],The audit daemon is exiting.,2e87be9e,The audit daemon is exiting.,[]
162,cup,Mar,1,06:25:22,mail,systemd[1],Stopping Security Auditing Service...,ba7787c1,Stopping Security Auditing Service...,[]
163,cup,Mar,1,06:25:22,mail,systemd[1],Stopped Security Auditing Service.,bc851626,Stopped Security Auditing Service.,[]
164,cup,Mar,1,06:25:22,mail,auditd[32572],Started dispatcher: /sbin/audispd pid: 32575,53f856aa,Started dispatcher: /<*> pid: <*>,"['sbin/audispd', '32575']"
165,cup,Mar,1,06:25:22,mail,augenrules[32573],/sbin/augenrules: No change,dd23ebe3,/<*>: No change,['sbin/augenrules']
166,cup,Mar,1,06:25:22,mail,systemd[1],Starting Security Auditing Service...,6be8674a,Starting Security Auditing Service...,[]
167,cup,Mar,1,06:25:22,mail,auditd[32572],"Init complete, auditd 2.6.7 listening for events (startup state enable)",1dc1bdd9,"Init complete, auditd <*>.<*>.<*> listening for events (startup state enable)","['2', '6.7']"
168,cup,Mar,1,06:25:22,mail,augenrules[32573],No rules,cc63a5ac,No rules,[]
169,cup,Mar,1,06:25:22,mail,augenrules[32573],enabled 1,669adf99,enabled <*>,['1']
170,cup,Mar,1,06:25:22,mail,augenrules[32573],failure 1,769dc921,failure <*>,['1']
171,cup,Mar,1,06:25:22,mail,augenrules[32573],pid 32572,dce780ab,pid <*>,['32572']
172,cup,Mar,1,06:25:22,mail,augenrules[32573],rate_limit 0,df89639b,rate_limit <*>,['0']
173,cup,Mar,1,06:25:22,mail,augenrules[32573],backlog_limit 81920,972148e8,backlog_limit <*>,['81920']
174,cup,Mar,1,06:25:22,mail,augenrules[32573],lost 487,f03cbe60,lost <*>,['487']
175,cup,Mar,1,06:25:22,mail,augenrules[32573],backlog 0,058f6143,backlog <*>,['0']
176,cup,Mar,1,06:25:22,mail,augenrules[32573],backlog_wait_time 0,26a2e0f6,backlog_wait_time <*>,['0']
177,cup,Mar,1,06:25:22,mail,augenrules[32573],enabled 1,669adf99,enabled <*>,['1']
178,cup,Mar,1,06:25:22,mail,augenrules[32573],failure 1,769dc921,failure <*>,['1']
179,cup,Mar,1,06:25:22,mail,augenrules[32573],pid 32572,dce780ab,pid <*>,['32572']
180,cup,Mar,1,06:25:22,mail,augenrules[32573],rate_limit 0,df89639b,rate_limit <*>,['0']
181,cup,Mar,1,06:25:22,mail,augenrules[32573],backlog_limit 81920,972148e8,backlog_limit <*>,['81920']
182,cup,Mar,1,06:25:22,mail,augenrules[32573],lost 487,f03cbe60,lost <*>,['487']
183,cup,Mar,1,06:25:22,mail,augenrules[32573],backlog 1,058f6143,backlog <*>,['1']
184,cup,Mar,1,06:25:22,mail,augenrules[32573],backlog_wait_time 0,26a2e0f6,backlog_wait_time <*>,['0']
185,cup,Mar,1,06:25:22,mail,systemd[1],Started Security Auditing Service.,18e1df3f,Started Security Auditing Service.,[]
186,cup,Mar,1,06:39:18,mail,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
187,cup,Mar,1,06:39:19,mail,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
188,cup,Mar,1,07:09:18,mail,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
189,cup,Mar,1,07:09:19,mail,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
190,cup,Mar,1,07:39:18,mail,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
191,cup,Mar,1,07:39:19,mail,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
192,cup,Mar,1,07:54:10,mail,dhclient[375],DHCPREQUEST of 192.168.10.154 on eth0 to 192.168.10.2 port 67,8dbb2c05,DHCPREQUEST of <*> on eth0 to <*> port <*>,"['192.168.10.154', '192.168.10.2', '67']"
193,cup,Mar,1,07:54:10,mail,dhclient[375],DHCPACK of 192.168.10.154 from 192.168.10.2,151a0778,DHCPACK of <*> from <*>,"['192.168.10.154', '192.168.10.2']"
194,cup,Mar,1,07:54:10,mail,dhclient[375],bound to 192.168.10.154 -- renewal in 33460 seconds.,032e2c6f,bound to <*> -- renewal in <*> seconds.,"['192.168.10.154', '33460']"
195,cup,Mar,1,08:00:30,mail,dhclient[406],DHCPREQUEST of 192.168.10.154 on eth0 to 192.168.10.2 port 67,8dbb2c05,DHCPREQUEST of <*> on eth0 to <*> port <*>,"['192.168.10.154', '192.168.10.2', '67']"
196,cup,Mar,1,08:00:30,mail,dhclient[406],DHCPACK of 192.168.10.154 from 192.168.10.2,151a0778,DHCPACK of <*> from <*>,"['192.168.10.154', '192.168.10.2']"
197,cup,Mar,1,08:00:30,mail,dhclient[406],bound to 192.168.10.154 -- renewal in 35292 seconds.,032e2c6f,bound to <*> -- renewal in <*> seconds.,"['192.168.10.154', '35292']"
198,cup,Mar,1,08:09:18,mail,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
199,cup,Mar,1,08:09:19,mail,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
200,cup,Mar,1,08:39:18,mail,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
201,cup,Mar,1,08:39:19,mail,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
202,cup,Mar,1,09:09:13,mail,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
203,cup,Mar,1,09:09:13,mail,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
204,cup,Mar,1,09:39:19,mail,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
205,cup,Mar,1,09:39:19,mail,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
206,cup,Mar,1,10:09:18,mail,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
207,cup,Mar,1,10:09:19,mail,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
208,cup,Mar,1,10:39:18,mail,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
209,cup,Mar,1,10:39:19,mail,systemd[1],Started Clean php session files.,6d8806bb,Started Clean php session files.,[]
210,cup,Mar,1,11:09:19,mail,systemd[1],Starting Clean php session files...,73f564e0,Starting Clean php session files...,[]
