LineId,Device,Month,Date,Time,Type,Component,Content,EventId,EventTemplate,ParameterList
11,cup,Feb,29,00:00:31,mail-0,dovecot,"imap-login: Login: user=<della>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31792, secured, session=<bbZ3pKufUoV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<della>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31792', 'session=<bbZ3pKufUoV/AAAB>']"
12,cup,Feb,29,00:00:31,mail-0,dovecot,"imap(della): Error: file_dotlock_create(/var/mail/della) failed: Permission denied (euid=1013(della) egid=1013(della) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",0cea3cb6,"imap(della): Error: file_dotlock_create(/<*>) failed: Permission denied (euid=<*>(della) egid=<*>(della) missing +w perm: /<*>, we're not in group <*>(mail), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['var/mail/della', '1013', '1013', 'var/mail', '8', '0:8', '0775', 'mail']"
13,cup,Feb,29,00:00:31,mail-0,dovecot,imap(della): Logged out in=79 out=873,0244090c,imap(della): Logged out in=<*> out=<*>,"['79', '873']"
14,cup,Feb,29,00:00:44,mail-0,dovecot,"imap-login: Login: user=<portia>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31796, secured, session=<mGBIpaufVIV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<portia>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31796', 'session=<mGBIpaufVIV/AAAB>']"
15,cup,Feb,29,00:00:44,mail-0,dovecot,"imap(portia): Error: file_dotlock_create(/var/mail/portia) failed: Permission denied (euid=1004(portia) egid=1004(portia) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",c5582a83,"imap(portia): Error: file_dotlock_create(/<*>) failed: Permission denied (euid=<*>(portia) egid=<*>(portia) missing +w perm: /<*>, we're not in group <*>(mail), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['var/mail/portia', '1004', '1004', 'var/mail', '8', '0:8', '0775', 'mail']"
16,cup,Feb,29,00:00:44,mail-0,dovecot,imap(portia): Logged out in=79 out=875,0c875741,imap(portia): Logged out in=<*> out=<*>,"['79', '875']"
17,cup,Feb,29,00:01:08,mail-0,HORDE,"[nag] PHP ERROR: Declaration of Horde_Form_Type_country::init($prompt = NULL) should be compatible with Horde_Form_Type_enum::init($values, $prompt = NULL) [pid 31131 on line 0 of ""/usr/share/php/Horde/Form/Type.php""]",c7a9a5e4,"[<*>] PHP ERROR: Declaration of Horde_Form_Type_country::<*>($prompt = NULL) should be compatible with Horde_Form_Type_enum::<*>($values, $prompt = NULL) [pid <*> on line <*> of ""/<*>""]","['nag', 'init', 'init', '31131', '0', 'usr/share/php/Horde/Form/Type.php']"
18,cup,Feb,29,00:01:08,mail-0,HORDE,"[nag] PHP ERROR: Declaration of Nag_Form_Task::renderActive() should be compatible with Horde_Form::renderActive($renderer = NULL, $vars = NULL, $action = '', $method = 'get', $enctype = NULL, $focus = true) [pid 31131 on line 17 of ""/var/www/mail.cup.com/nag/lib/Form/Task.php""]",0c2ce181,"[<*>] PHP ERROR: Declaration of Nag_Form_Task::<*>() should be compatible with Horde_Form::<*>($renderer = NULL, $vars = NULL, $action = '', $method = 'get', $enctype = NULL, $focus = true) [pid <*> on line <*> of ""/<*>""]","['nag', 'renderActive', 'renderActive', '31131', '17', 'var/www/mail.cup.com/nag/lib/Form/Task.php']"
19,cup,Feb,29,00:01:10,mail-0,HORDE,"[nag] PHP ERROR: Declaration of Horde_Form_Type_country::init($prompt = NULL) should be compatible with Horde_Form_Type_enum::init($values, $prompt = NULL) [pid 31131 on line 0 of ""/usr/share/php/Horde/Form/Type.php""]",c7a9a5e4,"[<*>] PHP ERROR: Declaration of Horde_Form_Type_country::<*>($prompt = NULL) should be compatible with Horde_Form_Type_enum::<*>($values, $prompt = NULL) [pid <*> on line <*> of ""/<*>""]","['nag', 'init', 'init', '31131', '0', 'usr/share/php/Horde/Form/Type.php']"
20,cup,Feb,29,00:01:10,mail-0,HORDE,"[nag] PHP ERROR: Declaration of Nag_Form_Task::renderActive() should be compatible with Horde_Form::renderActive($renderer = NULL, $vars = NULL, $action = '', $method = 'get', $enctype = NULL, $focus = true) [pid 31131 on line 17 of ""/var/www/mail.cup.com/nag/lib/Form/Task.php""]",0c2ce181,"[<*>] PHP ERROR: Declaration of Nag_Form_Task::<*>() should be compatible with Horde_Form::<*>($renderer = NULL, $vars = NULL, $action = '', $method = 'get', $enctype = NULL, $focus = true) [pid <*> on line <*> of ""/<*>""]","['nag', 'renderActive', 'renderActive', '31131', '17', 'var/www/mail.cup.com/nag/lib/Form/Task.php']"
21,cup,Feb,29,00:01:27,mail-0,HORDE,"[nag] PHP ERROR: Declaration of Horde_Form_Type_country::init($prompt = NULL) should be compatible with Horde_Form_Type_enum::init($values, $prompt = NULL) [pid 31093 on line 0 of ""/usr/share/php/Horde/Form/Type.php""]",c7a9a5e4,"[<*>] PHP ERROR: Declaration of Horde_Form_Type_country::<*>($prompt = NULL) should be compatible with Horde_Form_Type_enum::<*>($values, $prompt = NULL) [pid <*> on line <*> of ""/<*>""]","['nag', 'init', 'init', '31093', '0', 'usr/share/php/Horde/Form/Type.php']"
22,cup,Feb,29,00:01:27,mail-0,HORDE,"[nag] PHP ERROR: Declaration of Nag_Form_Task::renderActive() should be compatible with Horde_Form::renderActive($renderer = NULL, $vars = NULL, $action = '', $method = 'get', $enctype = NULL, $focus = true) [pid 31093 on line 17 of ""/var/www/mail.cup.com/nag/lib/Form/Task.php""]",0c2ce181,"[<*>] PHP ERROR: Declaration of Nag_Form_Task::<*>() should be compatible with Horde_Form::<*>($renderer = NULL, $vars = NULL, $action = '', $method = 'get', $enctype = NULL, $focus = true) [pid <*> on line <*> of ""/<*>""]","['nag', 'renderActive', 'renderActive', '31093', '17', 'var/www/mail.cup.com/nag/lib/Form/Task.php']"
23,cup,Feb,29,00:01:41,mail-0,dovecot,"imap-login: Login: user=<kelsey>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31799, secured, session=<QSClqKufVoV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<kelsey>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31799', 'session=<QSClqKufVoV/AAAB>']"
24,cup,Feb,29,00:01:41,mail-0,dovecot,"imap(kelsey): Error: file_dotlock_create(/var/mail/kelsey) failed: Permission denied (euid=1005(kelsey) egid=1005(kelsey) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",e99ec507,"imap(kelsey): Error: file_dotlock_create(/<*>) failed: Permission denied (euid=<*>(kelsey) egid=<*>(kelsey) missing +w perm: /<*>, we're not in group <*>(mail), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['var/mail/kelsey', '1005', '1005', 'var/mail', '8', '0:8', '0775', 'mail']"
25,cup,Feb,29,00:01:41,mail-0,dovecot,imap(kelsey): Logged out in=79 out=875,63b0258d,imap(kelsey): Logged out in=<*> out=<*>,"['79', '875']"
26,cup,Feb,29,00:01:44,mail-0,dovecot,"imap-login: Login: user=<della>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31801, secured, session=<P23NqKufWIV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<della>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31801', 'session=<P23NqKufWIV/AAAB>']"
27,cup,Feb,29,00:01:44,mail-0,dovecot,"imap(della): Error: file_dotlock_create(/var/mail/della) failed: Permission denied (euid=1013(della) egid=1013(della) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",0cea3cb6,"imap(della): Error: file_dotlock_create(/<*>) failed: Permission denied (euid=<*>(della) egid=<*>(della) missing +w perm: /<*>, we're not in group <*>(mail), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['var/mail/della', '1013', '1013', 'var/mail', '8', '0:8', '0775', 'mail']"
28,cup,Feb,29,00:01:44,mail-0,dovecot,imap(della): Logged out in=79 out=873,0244090c,imap(della): Logged out in=<*> out=<*>,"['79', '873']"
29,cup,Feb,29,00:01:45,mail-0,dovecot,"imap-login: Login: user=<karri>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31804, secured, session=<VAXrqKufWoV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<karri>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31804', 'session=<VAXrqKufWoV/AAAB>']"
30,cup,Feb,29,00:01:45,mail-0,dovecot,"imap(karri): Error: file_dotlock_create(/var/mail/karri) failed: Permission denied (euid=1008(karri) egid=1008(karri) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",e34a048f,"imap(karri): Error: file_dotlock_create(/<*>) failed: Permission denied (euid=<*>(karri) egid=<*>(karri) missing +w perm: /<*>, we're not in group <*>(mail), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['var/mail/karri', '1008', '1008', 'var/mail', '8', '0:8', '0775', 'mail']"
31,cup,Feb,29,00:01:45,mail-0,dovecot,imap(karri): Logged out in=79 out=876,5d65de77,imap(karri): Logged out in=<*> out=<*>,"['79', '876']"
32,cup,Feb,29,00:01:50,mail-0,dovecot,"imap-login: Login: user=<karri>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31806, secured, session=<+a81qaufXIV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<karri>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31806', 'session=<+a81qaufXIV/AAAB>']"
33,cup,Feb,29,00:01:50,mail-0,dovecot,imap(karri): Logged out in=39 out=551,5d65de77,imap(karri): Logged out in=<*> out=<*>,"['39', '551']"
34,cup,Feb,29,00:01:51,mail-0,dovecot,"imap-login: Login: user=<karri>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31808, secured, session=<wYc9qaufXoV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<karri>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31808', 'session=<wYc9qaufXoV/AAAB>']"
35,cup,Feb,29,00:01:51,mail-0,dovecot,"imap(karri): Error: file_dotlock_create(/var/mail/karri) failed: Permission denied (euid=1008(karri) egid=1008(karri) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",e34a048f,"imap(karri): Error: file_dotlock_create(/<*>) failed: Permission denied (euid=<*>(karri) egid=<*>(karri) missing +w perm: /<*>, we're not in group <*>(mail), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['var/mail/karri', '1008', '1008', 'var/mail', '8', '0:8', '0775', 'mail']"
36,cup,Feb,29,00:01:51,mail-0,dovecot,"imap(karri): Error: file_dotlock_create(/var/mail/karri) failed: Permission denied (euid=1008(karri) egid=1008(karri) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",e34a048f,"imap(karri): Error: file_dotlock_create(/<*>) failed: Permission denied (euid=<*>(karri) egid=<*>(karri) missing +w perm: /<*>, we're not in group <*>(mail), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['var/mail/karri', '1008', '1008', 'var/mail', '8', '0:8', '0775', 'mail']"
37,cup,Feb,29,00:01:51,mail-0,dovecot,imap(karri): Logged out in=369 out=5746,5d65de77,imap(karri): Logged out in=<*> out=<*>,"['369', '5746']"
38,cup,Feb,29,00:02:00,mail-0,dovecot,"imap-login: Login: user=<karri>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31811, secured, session=</d7MqaufYIV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<karri>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31811', 'session=</d7MqaufYIV/AAAB>']"
39,cup,Feb,29,00:02:00,mail-0,dovecot,"imap(karri): Error: file_dotlock_create(/var/mail/karri) failed: Permission denied (euid=1008(karri) egid=1008(karri) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",e34a048f,"imap(karri): Error: file_dotlock_create(/<*>) failed: Permission denied (euid=<*>(karri) egid=<*>(karri) missing +w perm: /<*>, we're not in group <*>(mail), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['var/mail/karri', '1008', '1008', 'var/mail', '8', '0:8', '0775', 'mail']"
40,cup,Feb,29,00:02:00,mail-0,dovecot,imap(karri): Logged out in=261 out=5291,5d65de77,imap(karri): Logged out in=<*> out=<*>,"['261', '5291']"
41,cup,Feb,29,00:02:02,mail-0,dovecot,"imap-login: Login: user=<della>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31814, secured, session=<rUnpqaufYoV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<della>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31814', 'session=<rUnpqaufYoV/AAAB>']"
42,cup,Feb,29,00:02:02,mail-0,dovecot,imap(della): Logged out in=39 out=551,0244090c,imap(della): Logged out in=<*> out=<*>,"['39', '551']"
43,cup,Feb,29,00:02:03,mail-0,dovecot,"imap-login: Login: user=<karri>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31816, secured, session=<e4zyqaufZIV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<karri>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31816', 'session=<e4zyqaufZIV/AAAB>']"
44,cup,Feb,29,00:02:03,mail-0,dovecot,"imap(karri): Error: file_dotlock_create(/var/mail/karri) failed: Permission denied (euid=1008(karri) egid=1008(karri) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",e34a048f,"imap(karri): Error: file_dotlock_create(/<*>) failed: Permission denied (euid=<*>(karri) egid=<*>(karri) missing +w perm: /<*>, we're not in group <*>(mail), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['var/mail/karri', '1008', '1008', 'var/mail', '8', '0:8', '0775', 'mail']"
45,cup,Feb,29,00:02:03,mail-0,dovecot,imap(karri): Logged out in=339 out=7507,5d65de77,imap(karri): Logged out in=<*> out=<*>,"['339', '7507']"
46,cup,Feb,29,00:02:05,mail-0,dovecot,"imap-login: Login: user=<della>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31818, secured, session=<2oQQqqufZoV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<della>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31818', 'session=<2oQQqqufZoV/AAAB>']"
47,cup,Feb,29,00:02:05,mail-0,dovecot,imap(della): Logged out in=78 out=661,0244090c,imap(della): Logged out in=<*> out=<*>,"['78', '661']"
48,cup,Feb,29,00:02:06,mail-0,dovecot,"imap-login: Login: user=<karri>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31820, secured, session=</OMkqqufaIV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<karri>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31820', 'session=</OMkqqufaIV/AAAB>']"
49,cup,Feb,29,00:02:06,mail-0,dovecot,"imap(karri): Error: file_dotlock_create(/var/mail/karri) failed: Permission denied (euid=1008(karri) egid=1008(karri) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",e34a048f,"imap(karri): Error: file_dotlock_create(/<*>) failed: Permission denied (euid=<*>(karri) egid=<*>(karri) missing +w perm: /<*>, we're not in group <*>(mail), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['var/mail/karri', '1008', '1008', 'var/mail', '8', '0:8', '0775', 'mail']"
50,cup,Feb,29,00:02:06,mail-0,dovecot,imap(karri): Logged out in=154 out=1529,5d65de77,imap(karri): Logged out in=<*> out=<*>,"['154', '1529']"
51,cup,Feb,29,00:02:12,mail-0,dovecot,"imap-login: Login: user=<della>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31823, secured, session=<Ev96qqufaoV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<della>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31823', 'session=<Ev96qqufaoV/AAAB>']"
52,cup,Feb,29,00:02:12,mail-0,dovecot,imap(della): Logged out in=78 out=661,0244090c,imap(della): Logged out in=<*> out=<*>,"['78', '661']"
53,cup,Feb,29,00:02:12,mail-0,dovecot,"imap-login: Login: user=<kelsey>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31825, secured, session=<dvh+qqufbIV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<kelsey>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31825', 'session=<dvh+qqufbIV/AAAB>']"
54,cup,Feb,29,00:02:12,mail-0,dovecot,imap(kelsey): Logged out in=39 out=551,63b0258d,imap(kelsey): Logged out in=<*> out=<*>,"['39', '551']"
55,cup,Feb,29,00:02:16,mail-0,dovecot,"imap-login: Login: user=<kelsey>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31827, secured, session=<Ita9qqufboV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<kelsey>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31827', 'session=<Ita9qqufboV/AAAB>']"
56,cup,Feb,29,00:02:16,mail-0,dovecot,imap(kelsey): Logged out in=78 out=661,63b0258d,imap(kelsey): Logged out in=<*> out=<*>,"['78', '661']"
57,cup,Feb,29,00:02:16,mail-0,HORDE,"[nag] PHP ERROR: Declaration of Horde_Form_Type_country::init($prompt = NULL) should be compatible with Horde_Form_Type_enum::init($values, $prompt = NULL) [pid 31404 on line 0 of ""/usr/share/php/Horde/Form/Type.php""]",c7a9a5e4,"[<*>] PHP ERROR: Declaration of Horde_Form_Type_country::<*>($prompt = NULL) should be compatible with Horde_Form_Type_enum::<*>($values, $prompt = NULL) [pid <*> on line <*> of ""/<*>""]","['nag', 'init', 'init', '31404', '0', 'usr/share/php/Horde/Form/Type.php']"
58,cup,Feb,29,00:02:16,mail-0,HORDE,"[nag] PHP ERROR: Declaration of Nag_Form_Task::renderActive() should be compatible with Horde_Form::renderActive($renderer = NULL, $vars = NULL, $action = '', $method = 'get', $enctype = NULL, $focus = true) [pid 31404 on line 17 of ""/var/www/mail.cup.com/nag/lib/Form/Task.php""]",0c2ce181,"[<*>] PHP ERROR: Declaration of Nag_Form_Task::<*>() should be compatible with Horde_Form::<*>($renderer = NULL, $vars = NULL, $action = '', $method = 'get', $enctype = NULL, $focus = true) [pid <*> on line <*> of ""/<*>""]","['nag', 'renderActive', 'renderActive', '31404', '17', 'var/www/mail.cup.com/nag/lib/Form/Task.php']"
59,cup,Feb,29,00:02:17,mail-0,dovecot,"imap-login: Login: user=<della>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31831, secured, session=<cxHEqqufcIV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<della>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31831', 'session=<cxHEqqufcIV/AAAB>']"
60,cup,Feb,29,00:02:17,mail-0,dovecot,imap(della): Logged out in=78 out=661,0244090c,imap(della): Logged out in=<*> out=<*>,"['78', '661']"
61,cup,Feb,29,00:02:26,mail-0,dovecot,"imap-login: Login: user=<kelsey>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31833, secured, session=<0YtVq6ufcoV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<kelsey>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31833', 'session=<0YtVq6ufcoV/AAAB>']"
62,cup,Feb,29,00:02:26,mail-0,dovecot,imap(kelsey): Logged out in=78 out=661,63b0258d,imap(kelsey): Logged out in=<*> out=<*>,"['78', '661']"
63,cup,Feb,29,00:02:33,mail-0,dovecot,"imap-login: Login: user=<kelsey>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31835, secured, session=<NEG/q6ufdIV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<kelsey>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31835', 'session=<NEG/q6ufdIV/AAAB>']"
64,cup,Feb,29,00:02:33,mail-0,dovecot,imap(kelsey): Logged out in=78 out=661,63b0258d,imap(kelsey): Logged out in=<*> out=<*>,"['78', '661']"
65,cup,Feb,29,00:02:42,mail-0,dovecot,"imap-login: Login: user=<karri>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31838, secured, session=<yxtQrKufdoV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<karri>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31838', 'session=<yxtQrKufdoV/AAAB>']"
66,cup,Feb,29,00:02:42,mail-0,dovecot,"imap(karri): Error: file_dotlock_create(/var/mail/karri) failed: Permission denied (euid=1008(karri) egid=1008(karri) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",e34a048f,"imap(karri): Error: file_dotlock_create(/<*>) failed: Permission denied (euid=<*>(karri) egid=<*>(karri) missing +w perm: /<*>, we're not in group <*>(mail), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['var/mail/karri', '1008', '1008', 'var/mail', '8', '0:8', '0775', 'mail']"
67,cup,Feb,29,00:02:42,mail-0,dovecot,imap(karri): Logged out in=79 out=876,5d65de77,imap(karri): Logged out in=<*> out=<*>,"['79', '876']"
68,cup,Feb,29,00:02:49,mail-0,dovecot,"imap-login: Login: user=<della>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=31840, secured, session=<5Qm5rKufeIV/AAAB>",209639ee,"imap-login: Login: <*> method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['user=<della>,', 'PLAIN', '127.0.0.1', '127.0.0.1', '31840', 'session=<5Qm5rKufeIV/AAAB>']"
69,cup,Feb,29,00:02:49,mail-0,dovecot,"imap(della): Error: file_dotlock_create(/var/mail/della) failed: Permission denied (euid=1013(della) egid=1013(della) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",0cea3cb6,"imap(della): Error: file_dotlock_create(/<*>) failed: Permission denied (euid=<*>(della) egid=<*>(della) missing +w perm: /<*>, we're not in group <*>(mail), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['var/mail/della', '1013', '1013', 'var/mail', '8', '0:8', '0775', 'mail']"
