LineId,Device,Month,Date,Time,Type,Component,Content,EventId,EventTemplate,ParameterList
55,Client03,Mar,9,12:18:44,Client03,useradd[6448],"new user: name=rtkit, UID=111, GID=115, home=/proc, shell=/usr/sbin/nologin",24794b0b,"new user: name=<*>, UID=<*>, GID=<*>, home=<*>, shell=<*>","['rtkit', '111', '115', '/proc', '/usr/sbin/nologin']"
56,Client03,Mar,9,12:18:44,Client03,usermod[6454],change user 'rtkit' password,c1056d3a,change user <*> password,"[""'rtkit'""]"
57,Client03,Mar,9,12:18:44,Client03,chage[6459],changed password expiry for rtkit,82466679,changed password expiry for <*>,['rtkit']
58,Client03,Mar,9,12:18:44,Client03,chfn[6462],changed user 'rtkit' information,5bd4dea5,changed user <*> information,"[""'rtkit'""]"
59,Client03,Mar,9,12:18:52,Client03,useradd[6650],"new user: name=usbmux, UID=112, GID=46, home=/var/lib/usbmux, shell=/usr/sbin/nologin",24794b0b,"new user: name=<*>, UID=<*>, GID=<*>, home=<*>, shell=<*>","['usbmux', '112', '46', '/var/lib/usbmux', '/usr/sbin/nologin']"
60,Client03,Mar,9,12:18:52,Client03,usermod[6656],change user 'usbmux' password,c1056d3a,change user <*> password,"[""'usbmux'""]"
61,Client03,Mar,9,12:18:52,Client03,chage[6661],changed password expiry for usbmux,82466679,changed password expiry for <*>,['usbmux']
62,Client03,Mar,9,12:18:52,Client03,chfn[6664],changed user 'usbmux' information,5bd4dea5,changed user <*> information,"[""'usbmux'""]"
63,Client03,Mar,9,12:19:10,Client03,groupadd[7008],"group added to /etc/group: name=pulse, GID=116",c03bd4fe,"group added to /<*>: name=<*>, GID=<*>","['etc/group', 'pulse', '116']"
64,Client03,Mar,9,12:19:10,Client03,groupadd[7008],group added to /etc/gshadow: name=pulse,a4d94e58,group added to /<*>: name=<*>,"['etc/gshadow', 'pulse']"
65,Client03,Mar,9,12:19:10,Client03,groupadd[7008],"new group: name=pulse, GID=116",53ce8466,"new group: name=<*>, GID=<*>","['pulse', '116']"
66,Client03,Mar,9,12:19:10,Client03,useradd[7012],"new user: name=pulse, UID=113, GID=116, home=/var/run/pulse, shell=/usr/sbin/nologin",24794b0b,"new user: name=<*>, UID=<*>, GID=<*>, home=<*>, shell=<*>","['pulse', '113', '116', '/var/run/pulse', '/usr/sbin/nologin']"
67,Client03,Mar,9,12:19:10,Client03,usermod[7018],change user 'pulse' password,c1056d3a,change user <*> password,"[""'pulse'""]"
68,Client03,Mar,9,12:19:10,Client03,chage[7023],changed password expiry for pulse,82466679,changed password expiry for <*>,['pulse']
69,Client03,Mar,9,12:19:10,Client03,chfn[7026],changed user 'pulse' information,5bd4dea5,changed user <*> information,"[""'pulse'""]"
70,Client03,Mar,9,12:19:10,Client03,gpasswd[7031],user pulse added by root to group audio,f7e3b1ce,user pulse added by root to group audio,[]
71,Client03,Mar,9,12:19:10,Client03,groupadd[7041],"group added to /etc/group: name=pulse-access, GID=117",c03bd4fe,"group added to /<*>: name=<*>, GID=<*>","['etc/group', 'pulse-access', '117']"
72,Client03,Mar,9,12:19:10,Client03,groupadd[7041],group added to /etc/gshadow: name=pulse-access,a4d94e58,group added to /<*>: name=<*>,"['etc/gshadow', 'pulse-access']"
73,Client03,Mar,9,12:19:10,Client03,groupadd[7041],"new group: name=pulse-access, GID=117",53ce8466,"new group: name=<*>, GID=<*>","['pulse-access', '117']"
74,Client03,Mar,9,12:20:36,Client03,sudo,pam_unix(sudo:session): session closed for user root,8c48b733,pam_unix(sudo:<*>): session closed for user root,['session']
75,Client03,Mar,9,12:25:35,Client03,sudo,akep : TTY=pts/0 ; PWD=/home/akep ; USER=root ; COMMAND=/usr/bin/apt-get install xfce4,0d35f575,akep : TTY=<*><*> ; PWD=<*> ; USER=<*> ; COMMAND=<*> <*> <*>,"['pts/0', '/home/akep', 'root', '/usr/bin/apt-get', 'install xfce4']"
76,Client03,Mar,9,12:25:35,Client03,sudo,pam_unix(sudo:session): session opened for user root by akep(uid=0),fb571468,pam_unix(sudo:<*>): session opened for user root by <*>,"['session', 'akep(uid=0)']"
77,Client03,Mar,9,12:25:36,Client03,sudo,pam_unix(sudo:session): session closed for user root,8c48b733,pam_unix(sudo:<*>): session closed for user root,['session']
78,Client03,Mar,9,12:25:49,Client03,sudo,akep : TTY=pts/0 ; PWD=/home/akep ; USER=root ; COMMAND=/usr/bin/apt-get -y install xrdp,599109be,akep : TTY=<*><*> ; PWD=<*> ; USER=<*> ; COMMAND=<*> <*> install <*>,"['pts/0', '/home/akep', 'root', '/usr/bin/apt-get -y', 'xrdp']"
79,Client03,Mar,9,12:25:49,Client03,sudo,pam_unix(sudo:session): session opened for user root by akep(uid=0),fb571468,pam_unix(sudo:<*>): session opened for user root by <*>,"['session', 'akep(uid=0)']"
80,Client03,Mar,9,12:25:52,Client03,groupadd[25714],"group added to /etc/group: name=ssl-cert, GID=118",c03bd4fe,"group added to /<*>: name=<*>, GID=<*>","['etc/group', 'ssl-cert', '118']"
81,Client03,Mar,9,12:25:52,Client03,groupadd[25714],group added to /etc/gshadow: name=ssl-cert,a4d94e58,group added to /<*>: name=<*>,"['etc/gshadow', 'ssl-cert']"
82,Client03,Mar,9,12:25:52,Client03,groupadd[25714],"new group: name=ssl-cert, GID=118",53ce8466,"new group: name=<*>, GID=<*>","['ssl-cert', '118']"
83,Client03,Mar,9,12:25:53,Client03,groupadd[25738],"group added to /etc/group: name=xrdp, GID=119",c03bd4fe,"group added to /<*>: name=<*>, GID=<*>","['etc/group', 'xrdp', '119']"
84,Client03,Mar,9,12:25:53,Client03,groupadd[25738],group added to /etc/gshadow: name=xrdp,a4d94e58,group added to /<*>: name=<*>,"['etc/gshadow', 'xrdp']"
85,Client03,Mar,9,12:25:53,Client03,groupadd[25738],"new group: name=xrdp, GID=119",53ce8466,"new group: name=<*>, GID=<*>","['xrdp', '119']"
86,Client03,Mar,9,12:25:53,Client03,useradd[25742],"new user: name=xrdp, UID=114, GID=119, home=/var/run/xrdp, shell=/usr/sbin/nologin",24794b0b,"new user: name=<*>, UID=<*>, GID=<*>, home=<*>, shell=<*>","['xrdp', '114', '119', '/var/run/xrdp', '/usr/sbin/nologin']"
87,Client03,Mar,9,12:25:54,Client03,chage[25748],changed password expiry for xrdp,82466679,changed password expiry for <*>,['xrdp']
88,Client03,Mar,9,12:25:59,Client03,sudo,pam_unix(sudo:session): session closed for user root,8c48b733,pam_unix(sudo:<*>): session closed for user root,['session']
89,Client03,Mar,9,12:26:12,Client03,sudo,akep : TTY=pts/0 ; PWD=/home/akep ; USER=root ; COMMAND=/bin/systemctl enable xrdp,0d35f575,akep : TTY=<*><*> ; PWD=<*> ; USER=<*> ; COMMAND=<*> <*> <*>,"['pts/0', '/home/akep', 'root', '/bin/systemctl', 'enable xrdp']"
90,Client03,Mar,9,12:26:12,Client03,sudo,pam_unix(sudo:session): session opened for user root by akep(uid=0),fb571468,pam_unix(sudo:<*>): session opened for user root by <*>,"['session', 'akep(uid=0)']"
91,Client03,Mar,9,12:26:13,Client03,sudo,pam_unix(sudo:session): session closed for user root,8c48b733,pam_unix(sudo:<*>): session closed for user root,['session']
92,Client03,Mar,9,12:26:28,Client03,sudo,akep : TTY=pts/0 ; PWD=/home/akep ; USER=root ; COMMAND=/usr/sbin/service xrdp restart,0d35f575,akep : TTY=<*><*> ; PWD=<*> ; USER=<*> ; COMMAND=<*> <*> <*>,"['pts/0', '/home/akep', 'root', '/usr/sbin/service', 'xrdp restart']"
93,Client03,Mar,9,12:26:28,Client03,sudo,pam_unix(sudo:session): session opened for user root by akep(uid=0),fb571468,pam_unix(sudo:<*>): session opened for user root by <*>,"['session', 'akep(uid=0)']"
94,Client03,Mar,9,12:26:29,Client03,sudo,pam_unix(sudo:session): session closed for user root,8c48b733,pam_unix(sudo:<*>): session closed for user root,['session']
95,Client03,Mar,9,12:27:42,Client03,xrdp-sesman[26556],pam_unix(xrdp-sesman:session): session opened for user akep by (uid=0),e5d4702f,pam_unix(xrdp-sesman:<*>): session opened for user <*> by (uid=<*>),"['session', 'akep', '0']"
96,Client03,Mar,9,12:27:42,Client03,systemd-logind[1289],New session c1 of user akep.,4e6a7bf7,New session <*> of user <*>,"['c1', 'akep.']"
97,Client03,Mar,9,12:28:31,Client03,sudo,akep : TTY=pts/1 ; PWD=/home/akep ; USER=root ; COMMAND=/usr/bin/apt-get update,8bedf12a,akep : TTY=<*><*> ; PWD=<*> ; USER=<*> ; COMMAND=<*> <*>,"['pts/1', '/home/akep', 'root', '/usr/bin/apt-get update']"
98,Client03,Mar,9,12:28:31,Client03,sudo,pam_unix(sudo:session): session opened for user root by (uid=0),fb571468,pam_unix(sudo:<*>): session opened for user root by <*>,"['session', '(uid=0)']"
99,Client03,Mar,9,12:28:33,Client03,sudo,pam_unix(sudo:session): session closed for user root,8c48b733,pam_unix(sudo:<*>): session closed for user root,['session']
100,Client03,Mar,9,12:28:54,Client03,sudo,akep : TTY=pts/1 ; PWD=/home/akep ; USER=root ; COMMAND=/usr/bin/apt install firefox,0d35f575,akep : TTY=<*><*> ; PWD=<*> ; USER=<*> ; COMMAND=<*> <*> <*>,"['pts/1', '/home/akep', 'root', '/usr/bin/apt', 'install firefox']"
101,Client03,Mar,9,12:28:54,Client03,sudo,pam_unix(sudo:session): session opened for user root by (uid=0),fb571468,pam_unix(sudo:<*>): session opened for user root by <*>,"['session', '(uid=0)']"
102,Client03,Mar,9,12:29:23,Client03,sudo,pam_unix(sudo:session): session closed for user root,8c48b733,pam_unix(sudo:<*>): session closed for user root,['session']
103,Client03,Mar,9,12:29:40,Client03,sudo,akep : TTY=pts/1 ; PWD=/home/akep ; USER=root ; COMMAND=/bin/nano /etc/hosts,8bedf12a,akep : TTY=<*><*> ; PWD=<*> ; USER=<*> ; COMMAND=<*> <*>,"['pts/1', '/home/akep', 'root', '/bin/nano /etc/hosts']"
104,Client03,Mar,9,12:29:40,Client03,sudo,pam_unix(sudo:session): session opened for user root by (uid=0),fb571468,pam_unix(sudo:<*>): session opened for user root by <*>,"['session', '(uid=0)']"
105,Client03,Mar,9,12:30:05,Client03,sudo,pam_unix(sudo:session): session closed for user root,8c48b733,pam_unix(sudo:<*>): session closed for user root,['session']
106,Client03,Mar,9,12:33:54,Client03,sudo,akep : TTY=pts/2 ; PWD=/home/akep ; USER=root ; COMMAND=/usr/bin/apt install systemtap-sdt-dev,0d35f575,akep : TTY=<*><*> ; PWD=<*> ; USER=<*> ; COMMAND=<*> <*> <*>,"['pts/2', '/home/akep', 'root', '/usr/bin/apt', 'install systemtap-sdt-dev']"
107,Client03,Mar,9,12:33:54,Client03,sudo,pam_unix(sudo:session): session opened for user root by (uid=0),fb571468,pam_unix(sudo:<*>): session opened for user root by <*>,"['session', '(uid=0)']"
108,Client03,Mar,9,12:33:58,Client03,sudo,pam_unix(sudo:session): session closed for user root,8c48b733,pam_unix(sudo:<*>): session closed for user root,['session']
109,Client03,Mar,9,12:47:03,Client03,sudo,akep : TTY=pts/2 ; PWD=/home/akep ; USER=root ; COMMAND=/usr/bin/apt install auditd,0d35f575,akep : TTY=<*><*> ; PWD=<*> ; USER=<*> ; COMMAND=<*> <*> <*>,"['pts/2', '/home/akep', 'root', '/usr/bin/apt', 'install auditd']"
110,Client03,Mar,9,12:47:03,Client03,sudo,pam_unix(sudo:session): session opened for user root by (uid=0),fb571468,pam_unix(sudo:<*>): session opened for user root by <*>,"['session', '(uid=0)']"
111,Client03,Mar,9,12:50:13,Client03,sudo,pam_unix(sudo:session): session closed for user root,8c48b733,pam_unix(sudo:<*>): session closed for user root,['session']
112,Client03,Mar,9,12:50:15,Client03,sudo,akep : TTY=pts/2 ; PWD=/home/akep ; USER=root ; COMMAND=/usr/bin/apt install auditd,0d35f575,akep : TTY=<*><*> ; PWD=<*> ; USER=<*> ; COMMAND=<*> <*> <*>,"['pts/2', '/home/akep', 'root', '/usr/bin/apt', 'install auditd']"
113,Client03,Mar,9,12:50:15,Client03,sudo,pam_unix(sudo:session): session opened for user root by (uid=0),fb571468,pam_unix(sudo:<*>): session opened for user root by <*>,"['session', '(uid=0)']"
114,Client03,Mar,9,12:50:21,Client03,sudo,pam_unix(sudo:session): session closed for user root,8c48b733,pam_unix(sudo:<*>): session closed for user root,['session']
115,Client03,Mar,9,12:51:57,Client03,sshd[1867],pam_unix(sshd:session): session closed for user akep,0d36b27c,pam_unix(sshd:<*>): session closed for user <*>,"['session', 'akep']"
116,Client03,Mar,9,12:51:57,Client03,xrdp-sesman[26556],pam_unix(xrdp-sesman:session): session closed for user akep,2beb576d,pam_unix(xrdp-sesman:<*>): session closed for user <*>,"['session', 'akep']"
117,Client03,Mar,9,20:19:20,Client03,systemd-logind[1420],New seat seat0.,f2bb95c7,New seat seat0.,[]
118,Client03,Mar,9,20:19:20,Client03,systemd-logind[1420],Watching system buttons on /dev/input/event0 (Power Button),38eb6b50,Watching system buttons on /<*> (Power Button),['dev/input/event0']
119,Client03,Mar,9,20:19:20,Client03,systemd-logind[1420],Watching system buttons on /dev/input/event2 (AT Translated Set 2 keyboard),13f0bdd8,Watching system buttons on /<*> (AT Translated Set <*> keyboard),"['dev/input/event2', '2']"
120,Client03,Mar,9,20:19:20,Client03,systemd-logind[1420],Watching system buttons on /dev/input/event1 (AT Translated Set 2 keyboard),13f0bdd8,Watching system buttons on /<*> (AT Translated Set <*> keyboard),"['dev/input/event1', '2']"
121,Client03,Mar,9,20:19:21,Client03,sshd[1612],Server listening on 0.0.0.0 port 22.,8938d159,Server listening on <*> port <*>.,"['0.0.0.0', '22']"
122,Client03,Mar,9,20:19:21,Client03,sshd[1612],Server listening on :: port 22.,8938d159,Server listening on <*> port <*>.,"['::', '22']"
123,Client03,Mar,9,20:21:25,Client03,xrdp-sesman[2086],pam_unix(xrdp-sesman:session): session opened for user akep by (uid=0),e5d4702f,pam_unix(xrdp-sesman:<*>): session opened for user <*> by (uid=<*>),"['session', 'akep', '0']"
124,Client03,Mar,9,20:21:25,Client03,systemd-logind[1420],New session c1 of user akep.,4e6a7bf7,New session <*> of user <*>,"['c1', 'akep.']"
125,Client03,Mar,9,20:21:25,Client03,systemd,pam_unix(systemd-user:session): session opened for user akep by (uid=0),d29cd75b,pam_unix(systemd-user:<*>): session opened for user <*> by (uid=<*>),"['session', 'akep', '0']"
126,Client03,Mar,9,20:26:15,Client03,sudo,akep : TTY=pts/0 ; PWD=/home/akep ; USER=root ; COMMAND=/bin/systemctl start auditd,0d35f575,akep : TTY=<*><*> ; PWD=<*> ; USER=<*> ; COMMAND=<*> <*> <*>,"['pts/0', '/home/akep', 'root', '/bin/systemctl', 'start auditd']"
127,Client03,Mar,9,20:26:15,Client03,sudo,pam_unix(sudo:session): session opened for user root by (uid=0),fb571468,pam_unix(sudo:<*>): session opened for user root by <*>,"['session', '(uid=0)']"
128,Client03,Mar,9,20:26:15,Client03,sudo,pam_unix(sudo:session): session closed for user root,8c48b733,pam_unix(sudo:<*>): session closed for user root,['session']
129,Client03,Mar,9,20:26:34,Client03,sudo,akep : TTY=pts/0 ; PWD=/home/akep ; USER=root ; COMMAND=/bin/systemctl enable auditd,0d35f575,akep : TTY=<*><*> ; PWD=<*> ; USER=<*> ; COMMAND=<*> <*> <*>,"['pts/0', '/home/akep', 'root', '/bin/systemctl', 'enable auditd']"
130,Client03,Mar,9,20:26:35,Client03,sudo,pam_unix(sudo:session): session opened for user root by (uid=0),fb571468,pam_unix(sudo:<*>): session opened for user root by <*>,"['session', '(uid=0)']"
131,Client03,Mar,9,20:26:35,Client03,sudo,pam_unix(sudo:session): session closed for user root,8c48b733,pam_unix(sudo:<*>): session closed for user root,['session']
132,Client03,Mar,9,20:27:27,Client03,sudo,akep : TTY=pts/0 ; PWD=/home/akep ; USER=root ; COMMAND=/sbin/auditctl -l,8bedf12a,akep : TTY=<*><*> ; PWD=<*> ; USER=<*> ; COMMAND=<*> <*>,"['pts/0', '/home/akep', 'root', '/sbin/auditctl -l']"
133,Client03,Mar,9,20:27:27,Client03,sudo,pam_unix(sudo:session): session opened for user root by (uid=0),fb571468,pam_unix(sudo:<*>): session opened for user root by <*>,"['session', '(uid=0)']"
134,Client03,Mar,9,20:27:27,Client03,sudo,pam_unix(sudo:session): session closed for user root,8c48b733,pam_unix(sudo:<*>): session closed for user root,['session']
135,Client03,Mar,9,20:28:04,Client03,sudo,akep : TTY=pts/0 ; PWD=/home/akep ; USER=root ; COMMAND=/bin/nano /etc/audit/rules.d/audit.rules,8bedf12a,akep : TTY=<*><*> ; PWD=<*> ; USER=<*> ; COMMAND=<*> <*>,"['pts/0', '/home/akep', 'root', '/bin/nano /etc/audit/rules.d/audit.rules']"
136,Client03,Mar,9,20:28:04,Client03,sudo,pam_unix(sudo:session): session opened for user root by (uid=0),fb571468,pam_unix(sudo:<*>): session opened for user root by <*>,"['session', '(uid=0)']"
137,Client03,Mar,9,20:36:26,Client03,sudo,pam_unix(sudo:session): session closed for user root,8c48b733,pam_unix(sudo:<*>): session closed for user root,['session']
138,Client03,Mar,9,20:37:10,Client03,sudo,akep : TTY=pts/0 ; PWD=/home/akep ; USER=root ; COMMAND=/bin/systemctl restart auditd,0d35f575,akep : TTY=<*><*> ; PWD=<*> ; USER=<*> ; COMMAND=<*> <*> <*>,"['pts/0', '/home/akep', 'root', '/bin/systemctl', 'restart auditd']"
139,Client03,Mar,9,20:37:10,Client03,sudo,pam_unix(sudo:session): session opened for user root by (uid=0),fb571468,pam_unix(sudo:<*>): session opened for user root by <*>,"['session', '(uid=0)']"
140,Client03,Mar,9,20:37:10,Client03,sudo,pam_unix(sudo:session): session closed for user root,8c48b733,pam_unix(sudo:<*>): session closed for user root,['session']
141,Client03,Mar,9,20:39:04,Client03,sudo,akep : TTY=pts/0 ; PWD=/home/akep ; USER=root ; COMMAND=/sbin/auditctl -l,8bedf12a,akep : TTY=<*><*> ; PWD=<*> ; USER=<*> ; COMMAND=<*> <*>,"['pts/0', '/home/akep', 'root', '/sbin/auditctl -l']"
