EventId,EventTemplate,Occurrences
18483e95,pam_unix(gdm-launch-environment:session): session opened for user gdm by (uid=<*>),15
693d30d4,pam_unix(gdm-launch-environment:session): session closed for user gdm,10
c9cfd6b2,Removed session <*>,11
0b85b03d,"Registered Authentication Agent for <*> (system bus name :<*>.<*> [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale C.UTF-<*>)",8
57a5778d,[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),5
1081281b,couldn't access control socket: /run/user/<*>/keyring/control: No such file or directory,8
a4187754,Operator of unix-session:c4 FAILED to authenticate to gain authorization for action org.freedesktop.color-manager.create-device for system-bus-name::<*>.<*> [/usr/lib/gnome-settings-daemon/gsd-color] (owned by unix-user:sepses),3
640dd3b4,uid <*> is trying to obtain org.freedesktop.packagekit.package-install auth (only_trusted:<*>),2
5fe3efa3,Operator of unix-session:c4 FAILED to authenticate to gain authorization for action org.freedesktop.packagekit.package-install for system-bus-name::<*>.<*> [/usr/bin/gnome-software --gapplication-service] (owned by unix-user:sepses),1
16530b4e,uid <*> failed to obtain auth,1
28203180,pam_unix(polkit-<*>:auth): authentication failure; logname= uid=<*> euid=<*> tty= ruser=sepses rhost= user=sepses,1
b7225e82,Operator of unix-session:c4 successfully authenticated as unix-user:sepses to gain ONE-SHOT authorization for action org.freedesktop.packagekit.package-install for system-bus-name::<*>.<*> [/usr/bin/gnome-software --gapplication-service] (owned by unix-user:sepses),1
d8086e80,uid <*> obtained auth for org.freedesktop.packagekit.package-install,1
a6e4f3b4,pam_unix(passwd:chauthtok): password changed for <*>,6
8d5f78a4,gkr-pam: couldn't update the login keyring password: no old password was entered,6
93092c57,"Unable to negotiate with <*> port <*>: no matching key exchange method found. Their offer: diffie-hellman-group-exchange-sha1,diffie-hellman-group1-sha1 [preauth]",1
9ea6c59a,error: Received disconnect from <*> port <*>:<*>: com.jcraft.jsch.JSchException: Auth fail [preauth],16
c55c2dc6,pam_unix(xrdp-sesman:auth): check pass; user unknown,1
a403f221,pam_unix(xrdp-sesman:auth): authentication failure; logname= uid=<*> euid=<*> tty=xrdp-sesman ruser= rhost=,1
a3ef3abd,sepses: Error executing command as another user: Not authorized [<*>] [TTY=unknown] [CWD=/home/sepses] [COMMAND=/usr/lib/update-notifier/package-system-locked],1
a0cbcb1b,pam_unix(gdm-password:auth): authentication failure; logname= uid=<*> euid=<*> tty=/dev/tty1 ruser= rhost= user=sepses,12
15f8b9f5,pam_unix(vsftpd:auth): check pass; user unknown,2
5ede50d5,pam_unix(vsftpd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ftp ruser=ftp_admin rhost=::ffff:<*>,2
ec56c479,pam_unix(vsftpd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ftp <*> rhost=::ffff:<*> <*>,3
26f7c396,message repeated <*> times: [ <*> authentication failure; logname= uid=<*> euid=<*> <*> <*> <*> <*>,2
e7c7bd5d,sepses : TTY=pts/<*> ; PWD=/home/sepses ; <*> ; COMMAND=/usr/sbin/usermod -d /ftp/files -m <*>,3
e4af50a5,change user 'ftp_jdoe' home from '/home/ftp_jdoe' to '/ftp/files',1
3a6d94bc,Disconnected from user sepses <*> port <*>,1
